Acc Id,Source,Collection Time,Length,qR,initial date,date gap
QKU31025.1,"USA: Washington,Yakima County",19-04-2020,1273,30.16105055,23-12-2019,118
QKU31037.1,USA: CA,26-04-2020,1273,30.16105055,23-12-2019,125
QKU31049.1,USA: CA,26-04-2020,1273,30.29948638,23-12-2019,125
QKU31061.1,USA: CA,25-04-2020,1273,30.16105055,23-12-2019,124
QKU31073.1,USA: CA,25-04-2020,1273,29.76636445,23-12-2019,124
QKU31085.1,USA: CA,05-05-2020,1273,30.29948638,23-12-2019,134
QKU31097.1,USA: CA,06-05-2020,1273,30.16105055,23-12-2019,135
QKU31109.1,USA: CA,06-05-2020,1273,30.16105055,23-12-2019,135
QKU31121.1,USA: CA,16-05-2020,1273,30.16105055,23-12-2019,145
QKU31133.1,USA: CA,20-05-2020,1273,30.16105055,23-12-2019,149
QKU31145.1,USA: CA,20-05-2020,1273,30.16105055,23-12-2019,149
QKU31157.1,USA: CA,21-05-2020,1273,29.76636445,23-12-2019,150
QKU31169.1,USA: CA,22-03-2020,1273,30.16105055,23-12-2019,90
QKU31181.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKU31193.1,USA: CA,01-04-2020,1273,30.29948638,23-12-2019,100
QKU31205.1,USA: CA,08-04-2020,1273,30.16105055,23-12-2019,107
QKU31217.1,USA: CA,08-04-2020,1273,29.76636445,23-12-2019,107
QKU31229.1,USA: CA,09-04-2020,1273,30.16105055,23-12-2019,108
QKU31241.1,USA: CA,09-04-2020,1273,30.16105055,23-12-2019,108
QKU31253.1,USA: CA,10-04-2020,1273,29.76636445,23-12-2019,109
QKU31265.1,USA: CA,11-04-2020,1273,29.76636445,23-12-2019,110
QKU31277.1,USA: CA,11-04-2020,1273,30.16105055,23-12-2019,110
QKU31289.1,USA: CA,11-04-2020,1273,29.76636445,23-12-2019,110
QKU31301.1,USA: CA,12-04-2020,1273,29.76636445,23-12-2019,111
QKU31313.1,USA: CA,11-04-2020,1273,29.76636445,23-12-2019,110
QKU31325.1,USA: CA,12-04-2020,1273,30.16105055,23-12-2019,111
QKU31337.1,USA: CA,12-04-2020,1273,30.16105055,23-12-2019,111
QKU31349.1,USA: CA,13-04-2020,1273,29.76636445,23-12-2019,112
QKU31361.1,USA: CA,13-04-2020,1273,30.16105055,23-12-2019,112
QKU31373.1,USA: CA,17-04-2020,1273,30.16105055,23-12-2019,116
QKU31385.1,USA: CA,18-04-2020,1273,30.16105055,23-12-2019,117
QKU31397.1,USA: CA,18-04-2020,1273,30.29948638,23-12-2019,117
QKU31409.1,USA: CA,19-04-2020,1273,29.76636445,23-12-2019,118
QKU31421.1,USA: CA,19-04-2020,1273,30.16105055,23-12-2019,118
QKU31433.1,USA: CA,19-04-2020,1273,30.16105055,23-12-2019,118
QKU31445.1,USA: CA,19-04-2020,1273,30.16105055,23-12-2019,118
QKU31457.1,USA: CA,18-04-2020,1273,30.16105055,23-12-2019,117
QKU31469.1,USA: CA,20-04-2020,1273,30.16105055,23-12-2019,119
QKU31481.1,USA: CA,20-04-2020,1273,30.16105055,23-12-2019,119
QKU31493.1,USA: CA,20-04-2020,1273,30.16105055,23-12-2019,119
QKU31505.1,USA: CA,20-04-2020,1273,30.16105055,23-12-2019,119
QKU31517.1,USA: CA,20-04-2020,1273,29.76636445,23-12-2019,119
QKU31529.1,USA: CA,13-03-2020,1273,30.16105055,23-12-2019,81
QKU31541.1,USA: CA,16-03-2020,1273,30.16105055,23-12-2019,84
QKU31553.1,USA: CA,15-03-2020,1273,30.16105055,23-12-2019,83
QKU31565.1,USA: CA,19-03-2020,1273,30.16105055,23-12-2019,87
QKU31577.1,USA: CA,17-03-2020,1273,30.16105055,23-12-2019,85
QKU31589.1,USA: CA,17-03-2020,1273,30.16105055,23-12-2019,85
QKU31601.1,USA: CA,20-03-2020,1273,30.94214136,23-12-2019,88
QKU31613.1,USA: CA,20-03-2020,1273,30.16105055,23-12-2019,88
QKU31625.1,USA: CA,20-03-2020,1273,30.16105055,23-12-2019,88
QKU31637.1,USA: CA,20-03-2020,1273,30.16105055,23-12-2019,88
QKU31649.1,USA: CA,21-03-2020,1273,29.76636445,23-12-2019,89
QKU31661.1,USA: CA,23-03-2020,1273,30.29948638,23-12-2019,91
QKU31673.1,USA: CA,23-03-2020,1273,29.76636445,23-12-2019,91
QKU31685.1,USA: CA,24-03-2020,1273,30.16105055,23-12-2019,92
QKU31697.1,USA: CA,23-03-2020,1273,29.76636445,23-12-2019,91
QKU31709.1,USA: CA,24-03-2020,1273,30.16105055,23-12-2019,92
QKU31721.1,USA: CA,25-03-2020,1273,30.16105055,23-12-2019,93
QKU31733.1,USA: CA,25-03-2020,1273,30.16105055,23-12-2019,93
QKU31745.1,USA: CA,25-03-2020,1273,30.16105055,23-12-2019,93
QKU31757.1,USA: CA,26-03-2020,1273,30.16105055,23-12-2019,94
QKU31769.1,USA: CA,27-03-2020,1273,30.16105055,23-12-2019,95
QKU31781.1,USA: CA,28-03-2020,1273,30.16105055,23-12-2019,96
QKU31793.1,USA: CA,28-03-2020,1273,30.16105055,23-12-2019,96
QKU31805.1,USA: CA,30-03-2020,1273,29.76636445,23-12-2019,98
QKU31817.1,USA: CA,30-03-2020,1273,30.16105055,23-12-2019,98
QKU31829.1,USA: CA,03-04-2020,1273,30.16105055,23-12-2019,102
QKU31841.1,USA: CA,07-04-2020,1273,30.16105055,23-12-2019,106
QKU31853.1,USA: CA,10-04-2020,1273,29.76636445,23-12-2019,109
QKU31865.1,USA: CA,11-04-2020,1273,30.16105055,23-12-2019,110
QKU31877.1,USA: CA,11-04-2020,1273,30.16105055,23-12-2019,110
QKU31889.1,USA: CA,19-04-2020,1273,29.76636445,23-12-2019,118
QKU31901.1,USA: CA,19-04-2020,1273,30.16105055,23-12-2019,118
QKU31913.1,USA: CA,23-04-2020,1273,30.29948638,23-12-2019,122
QKU31925.1,USA: CA,23-04-2020,1273,30.16105055,23-12-2019,122
QKU31937.1,USA: CA,25-04-2020,1273,30.16105055,23-12-2019,124
QKU31949.1,USA: CA,27-04-2020,1273,30.16105055,23-12-2019,126
QKU31961.1,USA: CA,28-04-2020,1273,30.16105055,23-12-2019,127
QKU31973.1,USA: CA,29-04-2020,1273,30.16105055,23-12-2019,128
QKU31985.1,USA: CA,29-04-2020,1273,30.16105055,23-12-2019,128
QKU31997.1,USA: CA,01-05-2020,1273,30.16105055,23-12-2019,130
QKU32009.1,USA: CA,01-05-2020,1273,30.16105055,23-12-2019,130
QKU32021.1,USA: CA,01-05-2020,1273,30.16105055,23-12-2019,130
QKU32033.1,USA: CA,01-05-2020,1273,30.16105055,23-12-2019,130
QKU32045.1,USA: CA,01-05-2020,1273,29.76636445,23-12-2019,130
QKU32057.1,USA: CA,01-05-2020,1273,30.16105055,23-12-2019,130
QKU32069.1,USA: CA,01-05-2020,1273,30.16105055,23-12-2019,130
QKU32081.1,USA: CA,06-05-2020,1273,30.16105055,23-12-2019,135
QKU32093.1,USA: CA,07-05-2020,1273,30.16105055,23-12-2019,136
QKU32105.1,USA: CA,19-03-2020,1273,30.16105055,23-12-2019,87
QKU32117.1,USA: CA,24-03-2020,1273,30.16105055,23-12-2019,92
QKU32129.1,USA: CA,27-03-2020,1273,30.16105055,23-12-2019,95
QKU32141.1,USA: CA,27-03-2020,1273,30.16105055,23-12-2019,95
QKU32153.1,USA: CA,09-05-2020,1273,30.16105055,23-12-2019,138
QKU32165.1,USA: CA,30-03-2020,1273,30.16105055,23-12-2019,98
QKU32177.1,USA: CA,09-05-2020,1273,30.16105055,23-12-2019,138
QKU32189.1,USA: CA,09-05-2020,1273,30.16105055,23-12-2019,138
QKU32201.1,USA: CA,30-03-2020,1273,30.16105055,23-12-2019,98
QKU32213.1,USA: CA,01-04-2020,1273,30.16105055,23-12-2019,100
QKU32225.1,USA: CA,01-04-2020,1273,30.16105055,23-12-2019,100
QKU32237.1,USA: CA,01-04-2020,1273,30.16105055,23-12-2019,100
QKU32249.1,USA: CA,01-04-2020,1273,30.16105055,23-12-2019,100
QKU32261.1,USA: CA,31-03-2020,1273,30.16105055,23-12-2019,99
QKU32273.1,USA: CA,01-04-2020,1273,30.16105055,23-12-2019,100
QKU32285.1,USA: CA,06-04-2020,1273,30.16105055,23-12-2019,105
QKU32297.1,USA: CA,13-04-2020,1273,29.76636445,23-12-2019,112
QKU32309.1,USA: CA,14-04-2020,1273,30.16105055,23-12-2019,113
QKU32321.1,USA: CA,15-05-2020,1273,30.16105055,23-12-2019,144
QKU32333.1,USA: CA,13-05-2020,1273,30.16105055,23-12-2019,142
QKU32345.1,USA: CA,12-05-2020,1273,30.16105055,23-12-2019,141
QKU32357.1,USA: CA,11-05-2020,1273,30.16105055,23-12-2019,140
QKU32369.1,USA: CA,11-05-2020,1273,30.16105055,23-12-2019,140
QKU32381.1,USA: CA,11-05-2020,1273,30.16105055,23-12-2019,140
QKU32393.1,USA: CA,08-05-2020,1273,30.16105055,23-12-2019,137
QKU32405.1,USA: CA,07-05-2020,1273,30.16105055,23-12-2019,136
QKU32417.1,USA: CA,06-05-2020,1273,30.16105055,23-12-2019,135
QKU32429.1,USA: CA,06-05-2020,1273,30.16105055,23-12-2019,135
QKU32441.1,USA: CA,05-05-2020,1273,30.16105055,23-12-2019,134
QKU32453.1,USA: CA,03-05-2020,1273,30.16105055,23-12-2019,132
QKU32465.1,USA: CA,02-05-2020,1273,30.16105055,23-12-2019,131
QKU32477.1,USA: CA,01-05-2020,1273,30.16105055,23-12-2019,130
QKU32489.1,USA: CA,30-04-2020,1273,30.16105055,23-12-2019,129
QKU32501.1,USA: CA,30-04-2020,1273,30.16105055,23-12-2019,129
QKU32513.1,USA: CA,29-04-2020,1273,30.16105055,23-12-2019,128
QKU32525.1,USA: CA,28-04-2020,1273,30.16105055,23-12-2019,127
QKU32537.1,USA: CA,20-04-2020,1273,30.16105055,23-12-2019,119
QKU32549.1,USA: CA,21-04-2020,1273,30.16105055,23-12-2019,120
QKU32561.1,USA: CA,22-04-2020,1273,30.16105055,23-12-2019,121
QKU32573.1,USA: CA,23-04-2020,1273,29.76636445,23-12-2019,122
QKU32585.1,USA: CA,28-04-2020,1273,29.76636445,23-12-2019,127
QKU32597.1,USA: CA,28-04-2020,1273,30.16105055,23-12-2019,127
QKU32609.1,USA: CA,11-05-2020,1273,30.16105055,23-12-2019,140
QKU32621.1,USA: CA,11-05-2020,1273,29.76636445,23-12-2019,140
QKU32633.1,USA: CA,11-05-2020,1273,29.76636445,23-12-2019,140
QKU32645.1,USA: CA,11-05-2020,1273,29.76636445,23-12-2019,140
QKU32657.1,USA: CA,29-04-2020,1273,29.76636445,23-12-2019,128
QKU32669.1,USA: CA,18-03-2020,1273,29.76636445,23-12-2019,86
QKU32681.1,USA: CA,29-03-2020,1273,29.76636445,23-12-2019,97
QKU32693.1,USA: CA,30-03-2020,1273,29.76636445,23-12-2019,98
QKU32705.1,USA: CA,01-04-2020,1273,30.23880574,23-12-2019,100
QKU32717.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU32729.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKU32741.1,USA: CA,05-04-2020,1273,29.76636445,23-12-2019,104
QKU32753.1,USA: CA,05-04-2020,1273,30.16105055,23-12-2019,104
QKU32765.1,USA: CA,12-04-2020,1273,30.16105055,23-12-2019,111
QKU32777.1,USA: CA,12-04-2020,1273,30.3365298,23-12-2019,111
QKU32789.1,USA: CA,11-03-2020,1273,29.76636445,23-12-2019,79
QKU32801.1,USA: CA,13-03-2020,1273,29.76636445,23-12-2019,81
QKU32813.1,USA: CA,14-03-2020,1273,30.16105055,23-12-2019,82
QKU32825.1,USA: CA,18-03-2020,1273,29.76636445,23-12-2019,86
QKU32837.1,USA: CA,18-03-2020,1273,30.16105055,23-12-2019,86
QKU32849.1,USA: CA,21-03-2020,1273,29.76636445,23-12-2019,89
QKU32861.1,USA: CA,21-03-2020,1273,30.16105055,23-12-2019,89
QKU32873.1,USA: CA,21-03-2020,1273,29.76636445,23-12-2019,89
QKU32885.1,USA: CA,22-03-2020,1273,30.16105055,23-12-2019,90
QKU32897.1,USA: CA,22-03-2020,1273,30.16105055,23-12-2019,90
QKU32909.1,USA: CA,23-03-2020,1273,29.84560394,23-12-2019,91
QKU32921.1,USA: CA,24-03-2020,1273,30.16105055,23-12-2019,92
QKU32933.1,USA: CA,24-03-2020,1273,30.29948638,23-12-2019,92
QKU32945.1,USA: CA,24-03-2020,1273,29.76636445,23-12-2019,92
QKU32957.1,USA: CA,25-03-2020,1273,29.76636445,23-12-2019,93
QKU32969.1,USA: CA,26-03-2020,1273,29.76636445,23-12-2019,94
QKU32981.1,USA: CA,26-03-2020,1273,29.76636445,23-12-2019,94
QKU32993.1,USA: CA,28-03-2020,1273,29.76636445,23-12-2019,96
QKU33005.1,USA: CA,28-03-2020,1273,29.76636445,23-12-2019,96
QKU33017.1,USA: CA,27-03-2020,1273,30.16105055,23-12-2019,95
QKU33029.1,USA: CA,27-03-2020,1273,29.76636445,23-12-2019,95
QKU33041.1,USA: CA,29-03-2020,1273,29.76636445,23-12-2019,97
QKU33053.1,USA: CA,31-03-2020,1273,29.8969907,23-12-2019,99
QKU33065.1,USA: CA,01-04-2020,1273,29.76636445,23-12-2019,100
QKU33077.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU33089.1,USA: CA,01-04-2020,1273,29.76636445,23-12-2019,100
QKU33101.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU33113.1,USA: CA,03-04-2020,1273,30.16105055,23-12-2019,102
QKU33125.1,USA: CA,04-04-2020,1273,29.76636445,23-12-2019,103
QKU33137.1,USA: CA,05-04-2020,1273,29.76636445,23-12-2019,104
QKU33149.1,USA: CA,06-04-2020,1273,29.76636445,23-12-2019,105
QKU33161.1,USA: CA,06-04-2020,1273,30.16105055,23-12-2019,105
QKU33173.1,USA: CA,07-04-2020,1273,29.76636445,23-12-2019,106
QKU33185.1,USA: CA,08-04-2020,1273,29.76636445,23-12-2019,107
QKU33197.1,USA: CA,09-04-2020,1273,29.76636445,23-12-2019,108
QKU33209.1,USA: CA,09-04-2020,1273,30.16105055,23-12-2019,108
QKU33221.1,USA: CA,11-04-2020,1273,29.76636445,23-12-2019,110
QKU33233.1,USA: CA,14-04-2020,1273,29.76636445,23-12-2019,113
QKU33245.1,USA: CA,14-04-2020,1273,29.76636445,23-12-2019,113
QKU33257.1,USA: CA,16-04-2020,1273,29.76636445,23-12-2019,115
QKU33269.1,USA: CA,17-04-2020,1273,29.76636445,23-12-2019,116
QKU33281.1,USA: CA,18-04-2020,1273,30.16105055,23-12-2019,117
QKU33293.1,USA: CA,20-04-2020,1273,30.16105055,23-12-2019,119
QKU33305.1,USA: CA,21-04-2020,1273,29.76636445,23-12-2019,120
QKU33317.1,USA: CA,01-05-2020,1273,29.76636445,23-12-2019,130
QKU33329.1,USA: CA,07-05-2020,1273,30.16105055,23-12-2019,136
QKU33341.1,USA: CA,07-05-2020,1273,29.76636445,23-12-2019,136
QKU33353.1,USA: CA,07-05-2020,1273,30.16105055,23-12-2019,136
QKU33365.1,USA: CA,07-05-2020,1273,30.16105055,23-12-2019,136
QKU33377.1,USA: CA,08-05-2020,1273,29.76636445,23-12-2019,137
QKU33389.1,USA: CA,08-05-2020,1273,30.16105055,23-12-2019,137
QKU33401.1,USA: CA,09-05-2020,1273,30.16105055,23-12-2019,138
QKU33413.1,USA: CA,28-03-2020,1273,30.16105055,23-12-2019,96
QKU37021.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37033.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37045.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37057.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37069.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37081.1,Saudi Arabia: Jeddah,15-03-2020,1273,30.16105055,23-12-2019,83
QKU37093.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37105.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37117.1,Saudi Arabia: Jeddah,15-03-2020,1273,30.16105055,23-12-2019,83
QKU37129.1,Saudi Arabia: Jeddah,15-03-2020,1273,30.29948638,23-12-2019,83
QKU37141.1,Saudi Arabia: Jeddah,15-03-2020,1273,29.76636445,23-12-2019,83
QKU37153.1,Saudi Arabia: Jeddah,15-03-2020,1273,30.16105055,23-12-2019,83
QKU37165.1,USA: CA,18-04-2020,1273,30.16105055,23-12-2019,117
QKU37177.1,USA: CA,17-04-2020,1273,30.16105055,23-12-2019,116
QKU37189.1,USA: CA,18-04-2020,1273,30.16105055,23-12-2019,117
QKU37201.1,USA: CA,18-04-2020,1273,29.76636445,23-12-2019,117
QKU37213.1,USA: CA,18-04-2020,1273,29.76636445,23-12-2019,117
QKU37225.1,USA: CA,18-04-2020,1273,29.76636445,23-12-2019,117
QKU37237.1,USA: CA,18-04-2020,1273,29.76636445,23-12-2019,117
QKU37249.1,USA: CA,18-04-2020,1273,30.11310796,23-12-2019,117
QKU37261.1,USA: CA,21-04-2020,1273,29.76636445,23-12-2019,120
QKU37273.1,USA: CA,22-04-2020,1273,29.76636445,23-12-2019,121
QKU37285.1,USA: CA,22-04-2020,1273,29.76636445,23-12-2019,121
QKU37297.1,USA: CA,22-04-2020,1273,29.76636445,23-12-2019,121
QKU37309.1,USA: CA,22-04-2020,1273,29.76636445,23-12-2019,121
QKU37321.1,USA: CA,22-04-2020,1273,29.76636445,23-12-2019,121
QKU37333.1,USA: CA,22-04-2020,1273,29.76636445,23-12-2019,121
QKU37345.1,USA: CA,26-04-2020,1273,29.76636445,23-12-2019,125
QKU37357.1,USA: CA,14-05-2020,1273,30.16105055,23-12-2019,143
QKU37369.1,USA: CA,14-05-2020,1273,29.76636445,23-12-2019,143
QKU37381.1,USA: CA,14-05-2020,1273,29.76636445,23-12-2019,143
QKU37393.1,USA: CA,14-05-2020,1273,30.16105055,23-12-2019,143
QKU37405.1,USA: CA,14-05-2020,1273,30.16105055,23-12-2019,143
QKU37417.1,USA: CA,14-05-2020,1273,29.76636445,23-12-2019,143
QKU37429.1,USA: CA,30-03-2020,1273,29.76636445,23-12-2019,98
QKU37441.1,USA: CA,30-03-2020,1273,29.76636445,23-12-2019,98
QKU37453.1,USA: CA,30-03-2020,1273,29.76636445,23-12-2019,98
QKU37465.1,USA: CA,30-03-2020,1273,29.76636445,23-12-2019,98
QKU37477.1,USA: CA,30-03-2020,1273,29.76636445,23-12-2019,98
QKU37489.1,USA: CA,31-03-2020,1273,30.16105055,23-12-2019,99
QKU37501.1,USA: CA,31-03-2020,1273,30.16105055,23-12-2019,99
QKU37513.1,USA: CA,01-04-2020,1273,30.16105055,23-12-2019,100
QKU37525.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37537.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37549.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKU37561.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKU37573.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37585.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37597.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37609.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37621.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37633.1,USA: CA,02-04-2020,1273,30.07086723,23-12-2019,101
QKU37645.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37657.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKU37669.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37681.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37693.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKU37705.1,USA: CA,02-04-2020,1273,30.16105055,23-12-2019,101
QKU37717.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37729.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37741.1,USA: CA,02-04-2020,1273,29.76636445,23-12-2019,101
QKU37753.1,USA: CA,02-04-2020,1273,30.87367806,23-12-2019,101
QKU37765.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU37777.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU37789.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU37801.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU37813.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU37825.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU37837.1,USA: CA,03-04-2020,1273,29.76636445,23-12-2019,102
QKU37849.1,USA: CA,07-04-2020,1273,29.76636445,23-12-2019,106
QKU37861.1,USA: CA,07-04-2020,1273,29.76636445,23-12-2019,106
QKU37873.1,USA: CA,07-04-2020,1273,29.87334146,23-12-2019,106
QKU37885.1,USA: CA,13-05-2020,1273,29.76636445,23-12-2019,142
QKU37897.1,USA: CA,13-05-2020,1273,30.16105055,23-12-2019,142
QKU52833.1,"USA: Washington,King County",18-03-2020,1273,30.16105055,23-12-2019,86
QKU52845.1,"USA: Washington,Whatcom County",20-03-2020,1273,30.16105055,23-12-2019,88
QKU52857.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU52869.1,"USA: Washington,Snohomish County",16-03-2020,1273,30.16105055,23-12-2019,84
QKU52881.1,"USA: Washington,Snohomish County",16-03-2020,1273,29.76636445,23-12-2019,84
QKU52893.1,"USA: Washington,King County",19-03-2020,1273,29.76636445,23-12-2019,87
QKU52905.1,"USA: Washington,Whatcom County",21-03-2020,1273,29.76636445,23-12-2019,89
QKU52917.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU52929.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU52941.1,"USA: Washington,King County",14-03-2020,1273,29.76636445,23-12-2019,82
QKU52953.1,"USA: Washington,Snohomish County",16-03-2020,1273,29.76636445,23-12-2019,84
QKU52965.1,"USA: Washington,Clark County",08-03-2020,1273,29.76636445,23-12-2019,76
QKU52977.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU52989.1,"USA: Washington,Whatcom County",18-03-2020,1273,29.76636445,23-12-2019,86
QKU53001.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53013.1,"USA: Washington,Snohomish County",02-03-2020,1273,29.76636445,23-12-2019,70
QKU53025.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53037.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53049.1,USA: Washington,20-03-2020,1273,29.76636445,23-12-2019,88
QKU53061.1,"USA: Washington,Whatcom County",23-03-2020,1273,29.76636445,23-12-2019,91
QKU53073.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53085.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.44320712,23-12-2019,88
QKU53097.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53109.1,"USA: Washington,King County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53121.1,"USA: Washington,King County",19-03-2020,1273,29.76636445,23-12-2019,87
QKU53133.1,"USA: Washington,Whatcom County",20-03-2020,1273,30.25716623,23-12-2019,88
QKU53145.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53157.1,"USA: Washington,King County",02-03-2020,1273,29.76636445,23-12-2019,70
QKU53169.1,"USA: Washington,Whatcom County",20-03-2020,1273,30.27669948,23-12-2019,88
QKU53181.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53193.1,"USA: Washington,Whatcom County",20-03-2020,1273,30.25716623,23-12-2019,88
QKU53205.1,"USA: Washington,Whatcom County",23-03-2020,1273,29.76636445,23-12-2019,91
QKU53217.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53229.1,USA: Washington,19-03-2020,1273,29.44320712,23-12-2019,87
QKU53241.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53253.1,USA: Washington,20-03-2020,1273,29.76636445,23-12-2019,88
QKU53265.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53277.1,"USA: Washington,Whatcom County",22-03-2020,1273,29.76636445,23-12-2019,90
QKU53289.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53301.1,USA: Washington,20-03-2020,1273,29.76636445,23-12-2019,88
QKU53313.1,"USA: Washington,King County",18-03-2020,1273,29.76636445,23-12-2019,86
QKU53325.1,"USA: Washington,Whatcom County",23-03-2020,1273,29.76636445,23-12-2019,91
QKU53337.1,"USA: Washington,Whatcom County",18-03-2020,1273,29.76636445,23-12-2019,86
QKU53349.1,USA: Washington,20-03-2020,1273,29.76636445,23-12-2019,88
QKU53361.1,"USA: Washington,King County",16-03-2020,1273,29.76636445,23-12-2019,84
QKU53373.1,"USA: Washington,Whatcom County",18-03-2020,1273,29.76636445,23-12-2019,86
QKU53385.1,USA: Washington,19-03-2020,1273,29.76636445,23-12-2019,87
QKU53397.1,"USA: Washington,Grant County",19-03-2020,1273,30.54769113,23-12-2019,87
QKU53409.1,"USA: Washington,King County",19-03-2020,1273,30.54769113,23-12-2019,87
QKU53421.1,"USA: Washington,Whatcom County",20-03-2020,1273,30.54769113,23-12-2019,88
QKU53433.1,"USA: Washington,King County",13-03-2020,1273,30.54769113,23-12-2019,81
QKU53445.1,"USA: Washington,King County",25-02-2020,1273,29.76636445,23-12-2019,64
QKU53457.1,"USA: Washington,King County",16-03-2020,1273,29.76636445,23-12-2019,84
QKU53469.1,"USA: Washington,King County",23-03-2020,1273,29.76636445,23-12-2019,91
QKU53481.1,"USA: Washington,King County",29-02-2020,1273,29.76636445,23-12-2019,68
QKU53493.1,"USA: Washington,King County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53505.1,"USA: Washington,King County",14-03-2020,1273,29.76636445,23-12-2019,82
QKU53517.1,"USA: Washington,King County",02-03-2020,1273,29.5278956,23-12-2019,70
QKU53529.1,USA: Washington,02-03-2020,1273,29.76636445,23-12-2019,70
QKU53541.1,USA: Washington,19-03-2020,1273,29.76636445,23-12-2019,87
QKU53553.1,"USA: Washington,King County",19-03-2020,1273,29.76636445,23-12-2019,87
QKU53565.1,"USA: Washington,King County",13-03-2020,1273,29.76636445,23-12-2019,81
QKU53577.1,"USA: Washington,Whatcom County",20-03-2020,1273,29.76636445,23-12-2019,88
QKU53589.1,USA: Washington,19-03-2020,1273,29.76636445,23-12-2019,87
QKU53601.1,"USA: Washington,King County",13-03-2020,1273,29.76636445,23-12-2019,81
QKU53613.1,"USA: Washington,King County",19-03-2020,1273,29.76636445,23-12-2019,87
QKU53625.1,"USA: Washington,King County",19-03-2020,1273,29.76636445,23-12-2019,87
QKU53637.1,"USA: Washington,Snohomish County",03-03-2020,1273,29.76636445,23-12-2019,71
QKU53649.1,"USA: Washington,King County",17-03-2020,1273,29.76636445,23-12-2019,85
